Wave	PROMISSAO_Agua_1_vs_Agua_1	PROMISSAO_Amostra_P03_vs_Agua_1	PROMISSAO_Amostra_P19_vs_Agua_1	PROMISSAO_Amostra_P18_vs_Agua_1	PROMISSAO_Amostra_P11_vs_Agua_1	PROMISSAO_Amostra_P14_vs_Agua_1	PROMISSAO_Amostra_P14_vs_Agua_1.1	PROMISSAO_Agua_2_vs_Agua_1	PROMISSAO_Amostra_P13_vs_Agua_1A	PROMISSAO_Amostra_P12_vs_Agua_1A	PROMISSAO_Amostra_P01_vs_Agua_1A	PROMISSAO_Amostra_P07_vs_Agua_1A	PROMISSAO_Amostra_P22_vs_Agua_1A	PROMISSAO_Amostra_P08_vs_Agua_1A	PROMISSAO_Agua_5_vs_Agua_4
700	-0.000175	0.001477	0.004575	0.002049	0.004113	0.003057	0.003057	-1.575e-05	0.00364	0.001357	0.002619	0.003019	0.005593	0.006578	6.66667e-06
701	-0.000167	0.001488	0.004581	0.002073	0.004129	0.003062	0.003062	7.25e-06	0.003629	0.001348	0.002592	0.00297	0.005541	0.006563	-5.333330000000001e-06
702	-0.000147	0.001479	0.004593	0.002066	0.004124	0.003045	0.003045	6.5e-06	0.003613	0.001349	0.002556	0.00295	0.005499	0.006549	2.66667e-06
703	-0.000137	0.001474	0.00456	0.002084	0.004128	0.003038	0.003038	1.4999999999999999e-05	0.003597	0.001312	0.002506	0.002922	0.005444	0.006505	7e-06
704	-9.9e-05	0.001484	0.004594	0.002065	0.004103	0.003064	0.003064	1e-05	0.003572	0.001304	0.002525	0.00295	0.005442	0.006483	4.76667e-05
705	-7.5e-05	0.001485	0.004612	0.00208	0.004116	0.003101	0.003101	3.775e-05	0.003578	0.001319	0.002547	0.002941	0.005436	0.006469	3.83333e-05
706	-6.7e-05	0.001474	0.004638	0.002074	0.004099	0.003118	0.003118	4.35e-05	0.003551	0.001333	0.002551	0.002899	0.005402	0.006471	3e-05
707	-0.000109	0.001439	0.004591	0.002086	0.004105	0.003097	0.003097	5.225e-05	0.003545	0.001338	0.002528	0.002862	0.005375	0.00645	1.93333e-05
708	-0.000104	0.001439	0.004592	0.002079	0.004107	0.00308	0.00308	4.6e-05	0.003494	0.0013	0.002494	0.002842	0.00534	0.006419	2.8e-05
709	-0.000146	0.001413	0.004544	0.002039	0.004095	0.003036	0.003036	3.775e-05	0.003484	0.001265	0.00251	0.002823	0.005312	0.006376	3.06667e-05
710	-0.000141	0.001421	0.004573	0.002025	0.004072	0.003043	0.003043	3.425e-05	0.003445	0.001227	0.002478	0.002807	0.005286	0.00633	4.33333e-05
711	-0.00016	0.001412	0.004539	0.002001	0.004024	0.003043	0.003043	3.675e-05	0.003434	0.00122	0.002487	0.002782	0.005257	0.006301	3.36667e-05
712	-0.000135	0.001394	0.004563	0.00198	0.003994	0.003037	0.003037	2.2e-05	0.003407	0.001221	0.002452	0.002776	0.005251	0.006279	2.63333e-05
713	-0.00014	0.001358	0.004493	0.001941	0.003958	0.002995	0.002995	1.15e-05	0.003377	0.001216	0.002458	0.002741	0.005202	0.006265	-2.333329999999999e-06
714	-0.000151	0.001295	0.004477	0.001893	0.003965	0.002943	0.002943	-1.5000000000000009e-06	0.003357	0.001193	0.002422	0.002733	0.005163	0.006224	-1.8e-05
715	-0.000158	0.001281	0.00443	0.001881	0.003975	0.002928	0.002928	2.025e-05	0.003306	0.001175	0.002405	0.00271	0.005105	0.006179	-2.26667e-05
716	-0.000171	0.001249	0.004425	0.001873	0.00398	0.002923	0.002923	2.075e-05	0.003272	0.001126	0.002374	0.002685	0.005041	0.00613	-8.66667e-06
717	-0.000191	0.001223	0.004383	0.001874	0.00393	0.002904	0.002904	6.499999999999999e-06	0.003215	0.001111	0.002353	0.002647	0.005	0.006094	1.06667e-05
718	-0.000186	0.001193	0.004372	0.00187	0.003913	0.002924	0.002924	1.45e-05	0.003231	0.001093	0.002358	0.002648	0.004985	0.006097	3.9e-05
719	-0.000183	0.001188	0.004345	0.001836	0.003898	0.002903	0.002903	2.025e-05	0.003247	0.001105	0.00234	0.002648	0.004971	0.006092	4.63333e-05
720	-0.00013	0.00118	0.00434	0.00184	0.003922	0.002923	0.002923	5.8e-05	0.003257	0.001092	0.002341	0.002643	0.00493	0.006087	6.76667e-05
721	-0.000147	0.001138	0.004293	0.001784	0.003862	0.002845	0.002845	3.3e-05	0.003208	0.001072	0.002302	0.002615	0.004859	0.006035	5.6e-05
722	-0.000104	0.001093	0.004285	0.001779	0.003857	0.002857	0.002857	4.425e-05	0.003176	0.001053	0.002322	0.002585	0.004843	0.006013	4.66667e-05
723	-0.000106	0.001076	0.004249	0.001735	0.003822	0.002824	0.002824	3.675e-05	0.003128	0.001024	0.002289	0.002523	0.004789	0.00595	4.86667e-05
724	-8.7e-05	0.001031	0.004249	0.001733	0.00381	0.002847	0.002847	3.5e-05	0.003063	0.000974	0.002255	0.002458	0.004736	0.005895	7.73333e-05
725	-9.8e-05	0.000995	0.004224	0.001703	0.003777	0.002783	0.002783	3.45e-05	0.003034	0.000974	0.002188	0.002443	0.004656	0.005845	0.000104
726	-0.0001	0.000954	0.004196	0.001688	0.003792	0.002773	0.002773	4.65e-05	0.003038	0.000986	0.002186	0.002442	0.004634	0.005859	8.43333e-05
727	-9.6e-05	0.000958	0.004125	0.001637	0.003766	0.002716	0.002716	6.175e-05	0.003054	0.000989	0.002152	0.002407	0.004581	0.005856	7.1e-05
728	-9.6e-05	0.000921	0.004059	0.001609	0.003739	0.0027	0.0027	6.35e-05	0.00301	0.000921	0.002124	0.00236	0.004504	0.005812	5.83333e-05
729	-7.5e-05	0.000893	0.004009	0.001587	0.003665	0.002678	0.002678	8.175e-05	0.002989	0.000882	0.002112	0.002355	0.004477	0.005798	7.53333e-05
730	-7.2e-05	0.000826	0.003971	0.001578	0.00361	0.002668	0.002668	8.375e-05	0.002958	0.000862	0.002123	0.00235	0.00444	0.005728	9.93333e-05
731	-0.000105	0.000762	0.003908	0.001546	0.003541	0.002633	0.002633	7.875e-05	0.002933	0.000883	0.002114	0.002334	0.004421	0.005696	0.00013
732	-0.000121	0.000664	0.003844	0.00147	0.003472	0.002567	0.002567	6.425e-05	0.002885	0.000871	0.002087	0.002277	0.00433	0.005606	0.000145667
733	-0.000121	0.000592	0.003763	0.001403	0.003445	0.00251	0.00251	6.2e-05	0.002829	0.00087	0.002063	0.002224	0.004251	0.005579	0.000158667
734	-0.00012	0.000495	0.003657	0.00128	0.003377	0.002479	0.002479	5.45e-05	0.002764	0.000813	0.00201	0.002152	0.004156	0.005499	0.000158
735	-0.000125	0.00046	0.003561	0.001252	0.003335	0.002461	0.002461	4.8e-05	0.002678	0.00077	0.001966	0.002087	0.004064	0.005425	0.000164667
736	-0.000145	0.000406	0.003516	0.001211	0.00327	0.002471	0.002471	4.075e-05	0.002628	0.000704	0.001886	0.002043	0.004016	0.005354	0.000160333
737	-0.000105	0.00042	0.003531	0.001272	0.003298	0.002468	0.002468	6.625e-05	0.0026	0.000698	0.001889	0.001993	0.003977	0.005311	0.000177667
738	-0.000152	0.000385	0.003506	0.001232	0.003268	0.002445	0.002445	5.925e-05	0.002611	0.000688	0.001853	0.001966	0.003931	0.005295	0.000207667
739	-0.000176	0.000379	0.003473	0.001249	0.003271	0.002418	0.002418	6.35e-05	0.002617	0.000707	0.001882	0.001959	0.003909	0.005309	0.000220333
740	-0.000205	0.000353	0.003448	0.001214	0.003227	0.002432	0.002432	3.75e-05	0.002607	0.000676	0.001869	0.001956	0.003863	0.005303	0.000198667
741	-0.000168	0.000393	0.003487	0.001261	0.003255	0.002458	0.002458	5.025e-05	0.002612	0.000712	0.001907	0.001958	0.003887	0.005312	0.000168333
742	-0.000143	0.000406	0.003512	0.00125	0.003268	0.002473	0.002473	5.05e-05	0.002659	0.000749	0.001937	0.001973	0.003913	0.005337	0.000146667
743	-0.000142	0.000453	0.003535	0.001287	0.003295	0.002471	0.002471	7.35e-05	0.002687	0.000806	0.001971	0.002022	0.003963	0.005375	0.000131
744	-0.000172	0.000434	0.003545	0.001296	0.003296	0.002481	0.002481	4.275e-05	0.002682	0.000755	0.001954	0.002026	0.003996	0.005341	0.000128
745	-0.000176	0.000471	0.003593	0.001359	0.003307	0.002497	0.002497	3.225e-05	0.00262	0.000698	0.00192	0.002017	0.003969	0.005293	0.000146667
746	-0.00017	0.000496	0.003648	0.001379	0.003328	0.002545	0.002545	3.999999999999999e-06	0.002598	0.000675	0.001915	0.002003	0.004008	0.00529	0.000156667
747	-0.000146	0.000559	0.003733	0.001432	0.003366	0.002613	0.002613	2.55e-05	0.002571	0.0007	0.001913	0.002017	0.004007	0.005319	0.000139
748	-0.000126	0.000606	0.003742	0.001453	0.00342	0.002673	0.002673	2.925e-05	0.002574	0.000745	0.001955	0.002057	0.004066	0.005367	0.000140333
749	-0.000165	0.000623	0.00375	0.001468	0.003435	0.00268	0.00268	1.0499999999999998e-05	0.002566	0.000751	0.001924	0.002061	0.00407	0.005385	0.000128667
750	-0.000162	0.000666	0.003755	0.001488	0.003476	0.002701	0.002701	6e-06	0.002573	0.000748	0.001941	0.002078	0.004097	0.005422	0.000141
751	-0.000167	0.000708	0.003834	0.001502	0.003483	0.002734	0.002734	7.5e-06	0.002618	0.00075	0.001951	0.002084	0.004157	0.005461	9.03333e-05
752	-0.000119	0.000748	0.003896	0.00155	0.003516	0.002796	0.002796	3.85e-05	0.002656	0.000764	0.002032	0.002131	0.004183	0.005509	9.56667e-05
753	-0.000131	0.000764	0.003946	0.001573	0.003528	0.002833	0.002833	1.725e-05	0.002681	0.000769	0.002048	0.002145	0.004206	0.005525	5.96667e-05
754	-0.000133	0.000795	0.003979	0.001629	0.003573	0.002858	0.002858	1.8e-05	0.002669	0.000755	0.002064	0.002177	0.004214	0.00554	7.23333e-05
755	-0.000167	0.000841	0.004019	0.001643	0.003606	0.002868	0.002868	-1.0250000000000002e-05	0.002659	0.000719	0.002028	0.002147	0.004257	0.005528	5.13333e-05
756	-0.000142	0.000913	0.004087	0.001674	0.003673	0.002896	0.002896	1.8000000000000004e-05	0.002669	0.000715	0.002042	0.002154	0.004283	0.005544	5.9e-05
757	-0.000164	0.00096	0.004127	0.001647	0.003695	0.00292	0.00292	-1.35e-05	0.002655	0.000706	0.002053	0.002131	0.004267	0.005574	4.9e-05
758	-0.00015	0.001016	0.004188	0.001693	0.00374	0.002964	0.002964	3.0000000000000018e-06	0.002633	0.000728	0.002076	0.002134	0.00428	0.005589	5.13333e-05
759	-0.000189	0.001052	0.004225	0.001706	0.00377	0.002987	0.002987	-1.6000000000000003e-05	0.00263	0.000755	0.002099	0.002162	0.004304	0.005633	4.8e-05
760	-0.000184	0.001086	0.004287	0.001774	0.003804	0.00304	0.00304	1.425e-05	0.002651	0.000786	0.002103	0.0022	0.004363	0.005649	2.9e-05
761	-0.000188	0.001113	0.004311	0.001776	0.003833	0.003055	0.003055	-5.499999999999998e-06	0.002695	0.000818	0.002138	0.002274	0.004395	0.005689	1.66667e-06
762	-0.000155	0.001153	0.00434	0.001828	0.003847	0.003097	0.003097	9.5e-06	0.002712	0.00083	0.002167	0.002287	0.004439	0.005698	9.33333e-06
763	-0.000119	0.001178	0.00437	0.001839	0.003877	0.003123	0.003123	8.75e-06	0.002712	0.000832	0.002209	0.002301	0.004499	0.005735	-6.66667e-06
764	-9.4e-05	0.001227	0.004413	0.001874	0.003898	0.003164	0.003164	3.15e-05	0.002687	0.000809	0.002241	0.002281	0.004521	0.005769	1.6e-05
765	-0.00012	0.001248	0.004437	0.001893	0.003912	0.003152	0.003152	2.3e-05	0.002695	0.000819	0.002261	0.002307	0.004559	0.005804	-9.33333e-06
766	-0.000158	0.00129	0.004453	0.001913	0.00392	0.003152	0.003152	7.25e-06	0.002705	0.000808	0.002259	0.002323	0.004557	0.005781	-8e-06
767	-0.000154	0.001322	0.004481	0.001953	0.003964	0.003188	0.003188	7e-06	0.002723	0.00084	0.00225	0.002336	0.004564	0.005779	-3.73333e-05
768	-0.000151	0.001354	0.004536	0.001962	0.003996	0.003241	0.003241	-7.250000000000001e-06	0.002704	0.000827	0.002251	0.002323	0.004574	0.005772	-4.7e-05
769	-0.000139	0.001408	0.004587	0.001992	0.004037	0.003302	0.003302	-1.1e-05	0.00267	0.000829	0.00223	0.002302	0.00454	0.005753	-4.5e-05
770	-0.00016	0.001471	0.004642	0.002002	0.004044	0.003316	0.003316	-2.6e-05	0.002684	0.000825	0.002251	0.002312	0.004616	0.005778	-5e-05
771	-0.000115	0.001543	0.004693	0.002057	0.004091	0.00337	0.00337	-5.5000000000000016e-06	0.002668	0.000819	0.002254	0.002317	0.00462	0.005773	-3.43333e-05
772	-0.000108	0.001591	0.004729	0.002092	0.004127	0.00338	0.00338	1.25e-05	0.002697	0.000834	0.002288	0.002341	0.004676	0.005823	-4.66667e-05
773	-0.000137	0.001629	0.004748	0.002159	0.004147	0.003407	0.003407	2.775e-05	0.002692	0.000845	0.00227	0.002375	0.004659	0.005827	-6.26667e-05
774	-0.000201	0.00167	0.004747	0.002153	0.004173	0.003385	0.003385	3.5000000000000004e-06	0.002718	0.000861	0.002262	0.00242	0.004694	0.005845	-0.000105
775	-0.000192	0.001692	0.004755	0.002174	0.004193	0.003368	0.003368	-1.2e-05	0.002753	0.000893	0.002275	0.002451	0.004724	0.005849	-0.000141
776	-0.00016	0.001701	0.004778	0.002153	0.004259	0.003376	0.003376	-2.4e-05	0.002744	0.000868	0.002262	0.002443	0.004735	0.005832	-0.000135
777	-0.000173	0.001687	0.004776	0.002157	0.004261	0.003386	0.003386	-3.05e-05	0.00274	0.000871	0.002251	0.002425	0.004727	0.005861	-0.000124333
778	-0.00019	0.001732	0.00485	0.002165	0.004298	0.003421	0.003421	-2.725e-05	0.002715	0.000844	0.002256	0.002417	0.004748	0.005847	-9.63333e-05
779	-0.000207	0.001772	0.004883	0.00218	0.004281	0.003429	0.003429	-3.275e-05	0.002734	0.00085	0.00229	0.002431	0.004766	0.005882	-0.00011
780	-0.000179	0.001861	0.004984	0.002243	0.004338	0.003472	0.003472	-9.5e-06	0.002746	0.000861	0.002308	0.002461	0.004789	0.00588	-0.000126333
781	-0.000196	0.00187	0.004974	0.002267	0.004347	0.003493	0.003493	-1.35e-05	0.002757	0.00088	0.002315	0.002483	0.004785	0.005933	-0.000154333
782	-0.000208	0.001919	0.005013	0.002294	0.004382	0.00353	0.00353	-1.2e-05	0.002747	0.000916	0.002328	0.002479	0.004806	0.00593	-0.000142667
783	-0.000216	0.001897	0.004949	0.002269	0.004345	0.003537	0.003537	-4.3e-05	0.002747	0.000893	0.002311	0.002437	0.004809	0.0059	-0.000156333
784	-0.000222	0.001905	0.004928	0.002235	0.00432	0.003529	0.003529	-6.175e-05	0.002721	0.000854	0.002301	0.002403	0.0048	0.005858	-0.000148333
785	-0.00022	0.001885	0.004888	0.002248	0.004318	0.003527	0.003527	-6.95e-05	0.00273	0.000842	0.002329	0.002422	0.004823	0.005868	-0.000169667
786	-0.000233	0.001908	0.004928	0.00227	0.00434	0.003509	0.003509	-4.85e-05	0.002742	0.000878	0.002398	0.002457	0.004866	0.005907	-0.000160333
787	-0.00023	0.001933	0.004944	0.002312	0.004374	0.003524	0.003524	-3.975e-05	0.00277	0.000897	0.002438	0.00247	0.004934	0.005952	-0.000183667
788	-0.000237	0.001946	0.00499	0.002329	0.004392	0.003514	0.003514	-5.275e-05	0.00276	0.000881	0.002424	0.002448	0.004932	0.005951	-0.000195333
789	-0.000273	0.001902	0.004969	0.0023	0.004382	0.003512	0.003512	-9.9e-05	0.002725	0.000845	0.00238	0.002412	0.004904	0.005925	-0.000201
790	-0.000277	0.001915	0.004999	0.002323	0.004399	0.003534	0.003534	-0.000105	0.002719	0.000818	0.002357	0.002402	0.004874	0.005901	-0.000216667
791	-0.000297	0.001892	0.004968	0.002285	0.004376	0.003524	0.003524	-0.00012025	0.002703	0.000816	0.002351	0.002384	0.00485	0.005888	-0.000172
792	-0.00028	0.001922	0.004959	0.002307	0.004379	0.003524	0.003524	-0.00010725	0.002686	0.000812	0.002356	0.002391	0.004864	0.00591	-0.000167
793	-0.000252	0.001944	0.004977	0.002332	0.004416	0.003558	0.003558	-7.225e-05	0.002644	0.000826	0.002373	0.002391	0.004879	0.005917	-0.000135
794	-0.000226	0.001971	0.00501	0.002362	0.004465	0.003581	0.003581	-5.525e-05	0.002621	0.000812	0.002348	0.002369	0.004883	0.00589	-0.000197333
795	-0.000216	0.001965	0.005034	0.002372	0.004489	0.003612	0.003612	-5.3e-05	0.00264	0.000809	0.002338	0.002366	0.004862	0.005876	-0.000216
796	-0.000252	0.001935	0.005013	0.002365	0.004467	0.003567	0.003567	-9.65e-05	0.002635	0.00078	0.002283	0.002343	0.004828	0.005847	-0.000231333
797	-0.000268	0.001899	0.004975	0.002356	0.004477	0.003597	0.003597	-9.85e-05	0.002654	0.000798	0.002324	0.002371	0.004851	0.005896	-0.000229333
798	-0.000256	0.001906	0.004958	0.002373	0.004475	0.003615	0.003615	-8.975e-05	0.002625	0.000784	0.002337	0.002354	0.004885	0.00589	-0.000222667
799	-0.000244	0.001897	0.004944	0.002372	0.004494	0.003678	0.003678	-8.15e-05	0.002624	0.000808	0.002346	0.002366	0.004884	0.005911	-0.000224
800	-0.000234	0.00192	0.004949	0.002398	0.004489	0.003702	0.003702	-8.35e-05	0.002597	0.000793	0.002304	0.002361	0.004852	0.005892	-0.000212
