Wave	PROMISSAO_Agua_1_vs_Agua_1	PROMISSAO_Amostra_P03_vs_Agua_1	PROMISSAO_Amostra_P19_vs_Agua_1	PROMISSAO_Amostra_P18_vs_Agua_1	PROMISSAO_Amostra_P11_vs_Agua_1	PROMISSAO_Amostra_P14_vs_Agua_1	PROMISSAO_Amostra_P14_vs_Agua_1.1	PROMISSAO_Agua_2_vs_Agua_1	PROMISSAO_Amostra_P13_vs_Agua_1A	PROMISSAO_Amostra_P12_vs_Agua_1A	PROMISSAO_Amostra_P01_vs_Agua_1A	PROMISSAO_Amostra_P07_vs_Agua_1A	PROMISSAO_Amostra_P22_vs_Agua_1A	PROMISSAO_Amostra_P08_vs_Agua_1A	PROMISSAO_Agua_5_vs_Agua_4
377	-8.2e-05	0.076104	0.085633	0.083251	0.103595	0.100627	0.100627	0.0004595	0.108465	0.08971	0.078676	0.088017	0.086927	0.095537	-3.999999999999999e-06
378	-7.4e-05	0.074473	0.083909	0.081541	0.101599	0.098755	0.098755	0.000434	0.106534	0.087966	0.077058	0.086281	0.085295	0.093786	-1.7e-05
379	-0.000105	0.072851	0.082233	0.079885	0.099683	0.0969	0.0969	0.00042075	0.104607	0.086241	0.075503	0.084601	0.083662	0.092109	4.6666699999999985e-06
380	-6.5e-05	0.071362	0.08066	0.078267	0.097855	0.095139	0.095139	0.00043225	0.102759	0.084564	0.07397	0.082961	0.082127	0.090454	-1.7e-05
381	-6.9e-05	0.06982	0.079075	0.076683	0.096035	0.093356	0.093356	0.0004365	0.100951	0.082915	0.072501	0.081318	0.08061	0.08882	-2.7e-05
382	-5.9e-05	0.068346	0.077504	0.075099	0.094261	0.091647	0.091647	0.000426	0.099189	0.081278	0.07105	0.079748	0.079116	0.087239	-2.46667e-05
383	-8.4e-05	0.066854	0.075958	0.073577	0.092459	0.089922	0.089922	0.00041975	0.097402	0.079682	0.069633	0.078203	0.077624	0.085694	-3.66667e-05
384	-9.5e-05	0.065438	0.074467	0.072063	0.090719	0.088239	0.088239	0.00040775	0.095673	0.078096	0.068223	0.076744	0.076173	0.084208	-1.23333e-05
385	-0.000108	0.064043	0.073022	0.070637	0.089026	0.086571	0.086571	0.00040325	0.093982	0.076583	0.066865	0.075294	0.074764	0.082707	-1.53333e-05
386	-0.000111	0.062664	0.071593	0.06919	0.087361	0.084934	0.084934	0.00037825	0.09235	0.075079	0.065492	0.073845	0.073391	0.08124	-1.36667e-05
387	-0.000108	0.061312	0.070178	0.06778	0.085709	0.083339	0.083339	0.000368	0.090728	0.073647	0.064175	0.072451	0.072026	0.079818	-3.96667e-05
388	-0.000104	0.060023	0.068818	0.066395	0.084078	0.081788	0.081788	0.00038625	0.089138	0.072218	0.06286	0.071053	0.070726	0.078437	-5.56667e-05
389	-0.000114	0.058757	0.067453	0.065051	0.082502	0.080263	0.080263	0.000407	0.087541	0.070824	0.061628	0.06972	0.069436	0.077068	-4.33333e-05
390	-0.00015	0.05752	0.066109	0.063729	0.080969	0.078746	0.078746	0.00038675	0.085993	0.06942	0.06039	0.068359	0.068169	0.075694	-4.76667e-05
391	-0.000138	0.056351	0.064839	0.062432	0.079471	0.077259	0.077259	0.00036775	0.084469	0.06808	0.059189	0.067091	0.06693	0.074396	-2.46667e-05
392	-0.000122	0.055225	0.063631	0.061207	0.078056	0.075849	0.075849	0.00033925	0.083002	0.06674	0.058019	0.065824	0.065702	0.073139	-2.3e-05
393	-6.000000000000001e-05	0.054134	0.062478	0.060009	0.076647	0.074489	0.074489	0.00037725	0.081552	0.065508	0.056907	0.064628	0.064565	0.071934	-2.3e-05
394	-7.3e-05	0.052965	0.061251	0.058824	0.075228	0.073093	0.073093	0.0003705	0.080113	0.064198	0.055798	0.063369	0.063367	0.070679	-4.9e-05
395	-7e-05	0.051854	0.060063	0.057664	0.073847	0.071737	0.071737	0.000398	0.078712	0.062988	0.054715	0.062169	0.062294	0.069485	-7.5e-05
396	-5.8e-05	0.050769	0.05891	0.056527	0.072515	0.07041	0.07041	0.00040275	0.077341	0.061743	0.053648	0.060991	0.061176	0.068321	-4.3e-05
397	-2.0999999999999995e-05	0.049737	0.057822	0.055409	0.071219	0.069161	0.069161	0.00042175	0.076016	0.060589	0.052617	0.059884	0.060128	0.0672	-4.9e-05
398	2e-05	0.0487	0.05676	0.054333	0.069932	0.067909	0.067909	0.00043175	0.074697	0.059404	0.051615	0.05876	0.059027	0.066087	-2.3e-05
399	-1.0000000000000006e-06	0.047693	0.055707	0.053267	0.068667	0.066671	0.066671	0.000421	0.073377	0.058299	0.050634	0.057657	0.058001	0.064987	-5.4333300000000004e-05
400	-3e-06	0.046733	0.054682	0.052254	0.067437	0.065455	0.065455	0.00043075	0.072116	0.057195	0.049689	0.05657	0.057003	0.063942	-9.000000000000002e-06
401	-5.7e-05	0.04581	0.053664	0.051202	0.066212	0.064244	0.064244	0.00042	0.070915	0.056189	0.048779	0.05557	0.056034	0.06297	-2.03333e-05
402	-4.3e-05	0.044876	0.052673	0.050243	0.065021	0.063076	0.063076	0.00041075	0.069764	0.055134	0.047895	0.054565	0.055104	0.061981	-1.9e-05
403	-7.2e-05	0.043951	0.051691	0.049219	0.063836	0.061904	0.061904	0.0003715	0.068578	0.054143	0.047043	0.053586	0.054178	0.061015	-2.96667e-05
404	-5.6e-05	0.043082	0.050766	0.048323	0.062718	0.060791	0.060791	0.00035425	0.067395	0.053098	0.046134	0.052595	0.053297	0.05999	-2.03333e-05
405	-8.2e-05	0.042243	0.049861	0.047372	0.061621	0.059689	0.059689	0.0003425	0.066248	0.05213	0.04529	0.051671	0.052404	0.059033	7.66667e-06
406	-6.1e-05	0.041433	0.049005	0.046542	0.060587	0.058615	0.058615	0.000359	0.065149	0.051144	0.044425	0.050776	0.051548	0.058121	-6.333330000000001e-06
407	-7.5e-05	0.040567	0.048113	0.045625	0.059524	0.057552	0.057552	0.00035175	0.064075	0.050238	0.043659	0.0499	0.050735	0.057263	1.06667e-05
408	-4.1e-05	0.039777	0.047262	0.044765	0.058473	0.05651	0.05651	0.00036425	0.062954	0.049296	0.042822	0.048997	0.049858	0.056374	-1.1e-05
409	-3.5e-05	0.03902	0.046443	0.043907	0.057486	0.055551	0.055551	0.0003585	0.061885	0.048448	0.042066	0.048134	0.049047	0.055491	-9e-06
410	-4.3e-05	0.038286	0.045653	0.043111	0.056493	0.054585	0.054585	0.0003595	0.060843	0.047538	0.041276	0.047259	0.048189	0.054631	-4.23333e-05
411	-5.5e-05	0.037549	0.044876	0.042331	0.055559	0.053664	0.053664	0.00034525	0.059853	0.046681	0.040561	0.046441	0.047434	0.053805	-7.03333e-05
412	-6e-05	0.036806	0.044113	0.041568	0.054584	0.052724	0.052724	0.00034225	0.058841	0.045797	0.039811	0.045571	0.046655	0.052986	-8.36667e-05
413	-4e-05	0.036116	0.043353	0.040817	0.053665	0.051802	0.051802	0.00034425	0.057846	0.044997	0.039135	0.04479	0.045924	0.052168	-7.4e-05
414	-4.7e-05	0.035408	0.042597	0.040036	0.052693	0.050843	0.050843	0.00033975	0.056877	0.044164	0.038414	0.04397	0.045173	0.051379	-1.8333299999999996e-05
415	-4.6e-05	0.03475	0.041848	0.039297	0.051782	0.049939	0.049939	0.00035525	0.055958	0.04339	0.037744	0.043234	0.044469	0.050637	-2e-05
416	-3.8e-05	0.034093	0.04114	0.038565	0.05093	0.04905	0.04905	0.00035375	0.055031	0.042576	0.037068	0.042464	0.043774	0.049869	-5.333330000000001e-06
417	-4.6e-05	0.033432	0.040439	0.037875	0.050116	0.048203	0.048203	0.0003625	0.054135	0.041805	0.036429	0.041765	0.043094	0.04912	-3.5e-05
418	-5.2e-05	0.032781	0.03976	0.037175	0.049271	0.047328	0.047328	0.00034925	0.053229	0.041026	0.035806	0.041044	0.042395	0.048352	-4.1e-05
419	-5.9e-05	0.032137	0.039113	0.036509	0.048418	0.046508	0.046508	0.0003605	0.052367	0.040324	0.035211	0.040383	0.041732	0.047672	-6.76667e-05
420	-4.1e-05	0.031546	0.03847	0.035858	0.047589	0.045697	0.045697	0.00037825	0.051501	0.039611	0.034623	0.039687	0.041089	0.046977	-5.66667e-05
421	-2.1e-05	0.030941	0.037836	0.035229	0.046804	0.044922	0.044922	0.0003955	0.05065	0.03889	0.034008	0.039014	0.040443	0.046278	-3.7e-05
422	-3e-05	0.030335	0.037191	0.034583	0.045995	0.044105	0.044105	0.00037825	0.049805	0.038174	0.033383	0.038324	0.039825	0.045585	-3.06667e-05
423	-5.2e-05	0.029735	0.036549	0.03393	0.045208	0.043331	0.043331	0.00035325	0.048975	0.037497	0.032776	0.037659	0.039203	0.044909	-5.3e-05
424	-0.000106	0.029152	0.035891	0.033307	0.044431	0.042555	0.042555	0.00032275	0.048191	0.036848	0.032224	0.037031	0.038626	0.044281	-5.53333e-05
425	-9.2e-05	0.028645	0.035281	0.03271	0.043709	0.041835	0.041835	0.000335	0.047421	0.036198	0.031697	0.036405	0.038029	0.043623	-3.4e-05
426	-0.000105	0.02815	0.034692	0.03213	0.042974	0.041079	0.041079	0.000316	0.046671	0.035551	0.031175	0.035814	0.03745	0.043001	8.333329999999999e-06
427	-5.8e-05	0.027673	0.034169	0.031546	0.042301	0.040382	0.040382	0.00032925	0.045921	0.034903	0.030626	0.03518	0.036898	0.042347	3.3333299999999995e-06
428	-9.1e-05	0.027144	0.033601	0.030973	0.041584	0.039643	0.039643	0.00029625	0.045175	0.034256	0.030063	0.034569	0.036332	0.041732	-5.000000000000001e-06
429	-5.2e-05	0.026631	0.033082	0.030432	0.040953	0.038982	0.038982	0.000311	0.044444	0.033644	0.029541	0.033977	0.035788	0.041127	-4.23333e-05
430	-7.8e-05	0.026111	0.032516	0.029892	0.040222	0.038276	0.038276	0.0002825	0.043718	0.033053	0.029041	0.033422	0.035252	0.040551	-4.8e-05
431	-6.7e-05	0.02562	0.031999	0.029356	0.039584	0.037643	0.037643	0.000289	0.043032	0.032485	0.028579	0.032883	0.03475	0.039979	-4.16667e-05
432	-9.2e-05	0.025129	0.031464	0.028846	0.038887	0.036983	0.036983	0.00027475	0.042362	0.031944	0.028113	0.032331	0.034262	0.039457	-4.23333e-05
433	-6.9e-05	0.024679	0.03098	0.028335	0.038303	0.036371	0.036371	0.000305	0.041671	0.031383	0.027643	0.031795	0.033748	0.038918	-1.96667e-05
434	-7.5e-05	0.02423	0.030468	0.027843	0.037669	0.035723	0.035723	0.00031225	0.041006	0.030844	0.027168	0.031243	0.033288	0.038387	-4.03333e-05
435	-5.6e-05	0.023779	0.03	0.027331	0.037109	0.03512	0.03512	0.00032875	0.040345	0.0303	0.026708	0.030718	0.032792	0.037836	-2.2e-05
436	-6.2e-05	0.023347	0.029513	0.026865	0.036526	0.034517	0.034517	0.0003105	0.039756	0.029801	0.026276	0.030213	0.032356	0.037317	-1.8e-05
437	-4e-05	0.022926	0.029095	0.02638	0.035955	0.033964	0.033964	0.0003125	0.039127	0.029284	0.025878	0.029732	0.031884	0.036836	-5.666669999999999e-06
438	-5.2e-05	0.022515	0.028615	0.025937	0.03536	0.03341	0.03341	0.00031625	0.038539	0.02878	0.025476	0.029281	0.031459	0.036374	-6.666670000000005e-07
439	-2.9e-05	0.022122	0.028194	0.025493	0.034798	0.032839	0.032839	0.00034025	0.03793	0.028276	0.025077	0.0288	0.031018	0.035888	-1.46667e-05
440	-4.3e-05	0.021724	0.027724	0.025071	0.03424	0.032273	0.032273	0.000345	0.037332	0.027791	0.024665	0.028321	0.030562	0.035371	-1.86667e-05
441	-5.4e-05	0.021309	0.027313	0.024634	0.033703	0.031706	0.031706	0.00033675	0.036718	0.027327	0.024257	0.027839	0.030125	0.034853	-2.66667e-05
442	-7.3e-05	0.020892	0.026853	0.024229	0.033154	0.031173	0.031173	0.00031225	0.036145	0.026852	0.023862	0.027369	0.029704	0.034403	-4.3e-05
443	-9.9e-05	0.020483	0.026431	0.023796	0.032622	0.030643	0.030643	0.0002805	0.035598	0.026409	0.023468	0.026915	0.029302	0.033965	-4.333329999999997e-06
444	-0.000136	0.020127	0.025994	0.023376	0.032092	0.030125	0.030125	0.00026675	0.035081	0.025937	0.023099	0.026445	0.028892	0.033527	-5e-06
445	-0.000168	0.019749	0.025617	0.022916	0.031565	0.029608	0.029608	0.00025125	0.03454	0.025496	0.022717	0.026018	0.028443	0.033075	7.333330000000001e-06
446	-0.000152	0.019428	0.025233	0.02255	0.031111	0.02916	0.02916	0.0002705	0.034047	0.025056	0.022368	0.025606	0.028076	0.03266	-2.43333e-05
447	-0.000138	0.019076	0.024846	0.022174	0.030627	0.028677	0.028677	0.0002545	0.03354	0.024655	0.022005	0.025232	0.027714	0.03224	-2.2e-05
448	-0.000124	0.01877	0.024442	0.02183	0.030197	0.028244	0.028244	0.00025925	0.033042	0.02425	0.021681	0.024849	0.027399	0.03185	-1.83333e-05
449	-0.000117	0.018428	0.024073	0.021465	0.029724	0.027776	0.027776	0.0002495	0.032513	0.023871	0.021319	0.024469	0.027027	0.031454	-2.26667e-05
450	-9.2e-05	0.018146	0.023759	0.021127	0.029349	0.027381	0.027381	0.00026775	0.032027	0.023477	0.021006	0.024079	0.026671	0.031086	1.1666699999999998e-05
451	-9.5e-05	0.017833	0.023457	0.020781	0.028917	0.026936	0.026936	0.00026275	0.031555	0.023115	0.020677	0.023725	0.026322	0.030717	3.6e-05
452	-8.4e-05	0.017538	0.023134	0.020427	0.028506	0.026514	0.026514	0.000267	0.031114	0.022725	0.020388	0.023368	0.025971	0.030339	4.5e-05
453	-8.3e-05	0.017237	0.022801	0.020092	0.028041	0.026081	0.026081	0.0002475	0.030685	0.022337	0.020076	0.023023	0.025625	0.029981	-1.66667e-06
454	-5.4e-05	0.016968	0.022471	0.019772	0.027623	0.025711	0.025711	0.00025375	0.030281	0.021965	0.01981	0.022666	0.025295	0.029639	-3.9e-05
455	-7.4e-05	0.016672	0.022164	0.01945	0.027212	0.025308	0.025308	0.00022525	0.029877	0.021621	0.019508	0.022347	0.025008	0.029288	-4.83333e-05
456	-8.7e-05	0.016394	0.02187	0.019123	0.026855	0.024918	0.024918	0.00022325	0.029449	0.021304	0.019261	0.022022	0.024751	0.028944	-4.06667e-05
457	-0.000107	0.016101	0.021573	0.018809	0.026506	0.024542	0.024542	0.00020575	0.029026	0.02098	0.018966	0.021707	0.024465	0.028581	-3.06667e-05
458	-7.3e-05	0.01584	0.021288	0.01855	0.026151	0.024204	0.024204	0.000224	0.028638	0.020668	0.018714	0.021411	0.024182	0.02829	-2.5e-05
459	-5.9e-05	0.015556	0.020979	0.018273	0.025781	0.023851	0.023851	0.0002415	0.028261	0.020361	0.018429	0.021119	0.023898	0.027971	-3.1e-05
460	-4.7e-05	0.015307	0.020713	0.018005	0.025403	0.023486	0.023486	0.000258	0.027883	0.020067	0.018172	0.020818	0.023624	0.027658	-4.3e-05
461	-8.8e-05	0.015034	0.020383	0.017688	0.025033	0.023107	0.023107	0.000248	0.027482	0.01974	0.01791	0.02049	0.023321	0.027318	-6.06667e-05
462	-7.7e-05	0.01481	0.020133	0.017411	0.024663	0.022775	0.022775	0.0002545	0.0271	0.019443	0.017661	0.0202	0.023026	0.026997	-6.2e-05
463	-9.1e-05	0.014571	0.019843	0.017117	0.02432	0.022443	0.022443	0.000257	0.026758	0.019157	0.017434	0.019939	0.022776	0.026692	-4.13333e-05
464	-4.6e-05	0.014368	0.019634	0.016876	0.024013	0.022141	0.022141	0.00028125	0.02643	0.018894	0.017201	0.019685	0.022516	0.026361	-1.83333e-05
465	-6e-05	0.014089	0.019337	0.016611	0.023676	0.021795	0.021795	0.000257	0.026093	0.0186	0.016977	0.019408	0.022274	0.026058	-3.0000000000000018e-06
466	-5.1e-05	0.013841	0.01907	0.016353	0.023339	0.021463	0.021463	0.00023125	0.025704	0.018293	0.016706	0.01911	0.021982	0.025706	-1.56667e-05
467	-7.6e-05	0.013605	0.018792	0.016055	0.022995	0.021126	0.021126	0.00022	0.025304	0.018007	0.016451	0.018813	0.021718	0.025391	-3.13333e-05
468	-7.2e-05	0.0134	0.018562	0.015789	0.022685	0.020816	0.020816	0.000228	0.024913	0.01772	0.016192	0.018531	0.02144	0.025076	-3.4e-05
469	-6.2e-05	0.01317	0.018305	0.015529	0.022381	0.020521	0.020521	0.00025575	0.024578	0.017438	0.015956	0.01825	0.021171	0.024778	-7.333330000000002e-06
470	-5.9e-05	0.012956	0.018058	0.015318	0.022072	0.020193	0.020193	0.000257	0.024257	0.01717	0.015734	0.017989	0.020952	0.024507	3.3333299999999995e-06
471	-6.2e-05	0.012755	0.017813	0.015116	0.021774	0.019903	0.019903	0.0002645	0.023942	0.016911	0.015509	0.017732	0.020692	0.024201	1.33333e-06
472	-9.5e-05	0.012542	0.017574	0.014907	0.021446	0.019563	0.019563	0.000239	0.02363	0.016636	0.015297	0.017464	0.020465	0.023955	-2.43333e-05
473	-8.5e-05	0.01233	0.017345	0.014683	0.021154	0.019302	0.019302	0.00024125	0.02331	0.016369	0.015055	0.017216	0.020197	0.023675	-1.76667e-05
474	-0.000109	0.01211	0.017102	0.014425	0.020849	0.018995	0.018995	0.00022475	0.022993	0.016122	0.014831	0.01695	0.019975	0.023446	-1.36667e-05
475	-6.7e-05	0.011935	0.016922	0.014207	0.02059	0.018747	0.018747	0.00024725	0.022681	0.015926	0.014619	0.01673	0.019789	0.02322	6.999999999999999e-06
476	-6.7e-05	0.011746	0.016723	0.013987	0.020325	0.018461	0.018461	0.000238	0.022399	0.015695	0.014456	0.016501	0.019576	0.022974	6.66667e-06
477	-2.7e-05	0.011583	0.016531	0.013767	0.020066	0.018214	0.018214	0.000249	0.022138	0.015468	0.014281	0.016291	0.019375	0.022748	4.66667e-06
478	-8.2e-05	0.011366	0.016291	0.013504	0.019798	0.017922	0.017922	0.00022125	0.021865	0.015225	0.01411	0.016091	0.019146	0.022508	-1.8000000000000004e-05
479	-0.0001	0.011186	0.016095	0.013295	0.019532	0.017677	0.017677	0.00023025	0.021589	0.015002	0.013936	0.015902	0.018979	0.022324	-1.26667e-05
480	-0.000111	0.010994	0.01591	0.013125	0.019288	0.01742	0.01742	0.00022425	0.021317	0.01478	0.013749	0.0157	0.01879	0.022105	-2.7e-05
481	-9.4e-05	0.01084	0.015737	0.012982	0.019037	0.017218	0.017218	0.0002395	0.021049	0.014557	0.013558	0.015512	0.01861	0.021895	9.333330000000003e-06
482	-9.4e-05	0.010677	0.015535	0.01279	0.018793	0.016969	0.016969	0.0002365	0.020798	0.014342	0.013386	0.015292	0.018411	0.021692	-4.33333e-06
483	-9.2e-05	0.010535	0.015342	0.012616	0.018568	0.016764	0.016764	0.00024925	0.020549	0.014165	0.013246	0.015141	0.018246	0.021498	-3.66667e-06
484	-7.8e-05	0.010373	0.015171	0.012417	0.018353	0.016504	0.016504	0.0002405	0.020293	0.013938	0.013074	0.014883	0.018033	0.02127	-2.36667e-05
485	-6.2e-05	0.010227	0.015019	0.012238	0.018141	0.016274	0.016274	0.0002525	0.020039	0.013734	0.012901	0.014699	0.017865	0.021043	-2.76667e-05
486	-5.5e-05	0.010046	0.01484	0.012036	0.017901	0.016005	0.016005	0.000239	0.019777	0.013526	0.012731	0.014468	0.01769	0.020834	-6.333330000000001e-06
487	-4.4e-05	0.009894	0.014667	0.011884	0.017669	0.015797	0.015797	0.0002415	0.01958	0.013348	0.012598	0.014311	0.017564	0.020678	-1.36667e-05
488	-5e-05	0.009727	0.014471	0.011711	0.017443	0.015575	0.015575	0.000214	0.019352	0.013149	0.012418	0.014115	0.017369	0.020475	-9.33333e-06
489	-3.9e-05	0.009616	0.014338	0.011575	0.017273	0.015421	0.015421	0.000227	0.019156	0.01294	0.012241	0.013914	0.017193	0.020293	-2.56667e-05
490	-7.9e-05	0.00948	0.014156	0.011399	0.017056	0.015221	0.015221	0.00022725	0.018896	0.012786	0.012063	0.013735	0.017025	0.020077	-2.66667e-05
491	-6.5e-05	0.009358	0.014008	0.011243	0.016886	0.015043	0.015043	0.000235	0.018693	0.012625	0.01191	0.013564	0.01689	0.019932	-2.43333e-05
492	-8.4e-05	0.0092	0.013807	0.011052	0.016653	0.014819	0.014819	0.00022	0.01843	0.012457	0.011744	0.013398	0.016731	0.019736	-2.43333e-05
493	-4.1e-05	0.009067	0.01367	0.010893	0.016494	0.014641	0.014641	0.00023975	0.018274	0.012306	0.011635	0.013267	0.016605	0.019592	-6.333330000000001e-06
494	-6.4e-05	0.008914	0.013508	0.010748	0.016267	0.014437	0.014437	0.00023225	0.018064	0.012164	0.011508	0.013124	0.016456	0.019423	1.06667e-05
495	-7.7e-05	0.00877	0.013368	0.010588	0.016085	0.014244	0.014244	0.000228	0.017928	0.012024	0.011409	0.012985	0.016339	0.019304	2.5e-05
496	-0.00013	0.008606	0.013207	0.010423	0.01586	0.014045	0.014045	0.0001825	0.017671	0.011821	0.011237	0.012805	0.016158	0.019119	5.666669999999999e-06
497	-0.000122	0.008487	0.013087	0.010281	0.015698	0.013893	0.013893	0.0001905	0.017459	0.01164	0.011102	0.012646	0.01603	0.018916	-1.86667e-05
498	-0.000117	0.008393	0.012971	0.010169	0.015519	0.013745	0.013745	0.0001925	0.017231	0.011476	0.010974	0.012478	0.015853	0.018706	-4.5e-05
499	-7.9e-05	0.008317	0.01285	0.010062	0.015374	0.013612	0.013612	0.000227	0.017072	0.011338	0.010864	0.012344	0.015744	0.018547	-4.26667e-05
500	-8.9e-05	0.008191	0.012696	0.009934	0.015173	0.013454	0.013454	0.00020725	0.016894	0.011196	0.010726	0.012213	0.015595	0.018394	-2.86667e-05
501	-9.9e-05	0.008035	0.012524	0.009769	0.015005	0.013249	0.013249	0.000194	0.016727	0.01104	0.010599	0.0121	0.015504	0.018244	-2.36667e-05
502	-9e-05	0.007914	0.012384	0.009648	0.014849	0.013079	0.013079	0.00018175	0.016532	0.010908	0.010489	0.011953	0.015362	0.018076	-3.83333e-05
503	-7.7e-05	0.007816	0.012274	0.009511	0.014717	0.012907	0.012907	0.00019625	0.016353	0.010748	0.010394	0.011806	0.015218	0.017936	-5.4e-05
504	-4.5e-05	0.007731	0.01219	0.009436	0.014586	0.012794	0.012794	0.0002175	0.016182	0.010625	0.010294	0.011699	0.015097	0.017793	-4.7e-05
505	-2.9e-05	0.00764	0.012072	0.009319	0.014417	0.012645	0.012645	0.000221	0.016011	0.010462	0.010167	0.011571	0.01497	0.017643	-3.5e-05
506	-3.4e-05	0.007509	0.011949	0.009204	0.014232	0.012496	0.012496	0.00022125	0.015883	0.010364	0.010086	0.011459	0.014898	0.017508	-2.2e-05
507	-4.5e-05	0.00741	0.011825	0.009087	0.014048	0.012342	0.012342	0.00020925	0.015747	0.010223	0.00998	0.011331	0.014763	0.017368	-1.76667e-05
508	-7.7e-05	0.00729	0.01171	0.008977	0.013892	0.01219	0.01219	0.0002005	0.015635	0.010129	0.009916	0.011231	0.014647	0.017255	-2.46667e-05
509	-8.8e-05	0.0072	0.011577	0.008846	0.013758	0.012042	0.012042	0.0001765	0.015451	0.009977	0.009794	0.011116	0.014511	0.017123	-3.5e-05
510	-0.000105	0.007105	0.011476	0.008717	0.013624	0.011911	0.011911	0.000189	0.015296	0.009876	0.009695	0.010983	0.014393	0.017002	-4.56667e-05
511	-0.000131	0.006991	0.011349	0.008586	0.013462	0.011768	0.011768	0.000182	0.015125	0.009729	0.009568	0.010871	0.014285	0.016873	-2.8e-05
512	-0.000126	0.006876	0.011249	0.008477	0.013322	0.011638	0.011638	0.00018575	0.014984	0.009624	0.009464	0.010747	0.014168	0.016745	-3.96667e-05
513	-0.00012	0.006763	0.011107	0.008362	0.013172	0.011506	0.011506	0.0001565	0.014792	0.009457	0.009324	0.010617	0.014038	0.016575	-2.36667e-05
514	-9.2e-05	0.006692	0.011016	0.008263	0.013056	0.011381	0.011381	0.0001625	0.014642	0.009354	0.009228	0.010502	0.013934	0.016433	-3.3e-05
515	-9.5e-05	0.006626	0.010909	0.008182	0.012913	0.011248	0.011248	0.00016375	0.014512	0.009226	0.009109	0.01039	0.013805	0.016303	-1.2999999999999998e-05
516	-8.8e-05	0.006555	0.01085	0.008073	0.012785	0.011111	0.011111	0.0001785	0.014421	0.00916	0.009036	0.010314	0.013749	0.016218	-2.7e-05
517	-7.9e-05	0.006475	0.010754	0.007979	0.012668	0.010993	0.010993	0.00017375	0.01428	0.009042	0.008918	0.010188	0.013619	0.016085	-4e-05
518	-8.8e-05	0.006399	0.01065	0.007866	0.012546	0.010861	0.010861	0.00017575	0.014138	0.008935	0.008832	0.010087	0.01353	0.015946	-3.96667e-05
519	-9.6e-05	0.006324	0.010537	0.007794	0.012416	0.010746	0.010746	0.0001665	0.01395	0.008769	0.008707	0.009941	0.013359	0.015788	-2.06667e-05
520	-0.000116	0.006228	0.010438	0.007675	0.012263	0.0106	0.0106	0.00017175	0.013799	0.00867	0.008605	0.009831	0.013253	0.015671	-7.66667e-06
521	-9.5e-05	0.006124	0.010321	0.007586	0.012139	0.010505	0.010505	0.00016825	0.01364	0.008548	0.008498	0.009707	0.013131	0.015544	-8.33333e-06
522	-7.1e-05	0.006059	0.010234	0.007522	0.01202	0.010401	0.010401	0.000185	0.013544	0.0085	0.008416	0.009617	0.013046	0.01548	-1.56667e-05
523	-5e-05	0.005989	0.010139	0.007466	0.011935	0.010323	0.010323	0.00018675	0.013421	0.008385	0.008347	0.009525	0.012952	0.01538	-9.66667e-06
524	-5.5e-05	0.005924	0.010092	0.007407	0.011801	0.01021	0.01021	0.00018825	0.013315	0.008289	0.008279	0.009431	0.012858	0.015294	-4.03333e-05
525	-7.8e-05	0.005824	0.00998	0.00728	0.011692	0.010089	0.010089	0.0001745	0.013183	0.008191	0.0082	0.00934	0.012757	0.015176	-4.63333e-05
526	-9.7e-05	0.005742	0.009896	0.007188	0.011541	0.009957	0.009957	0.000161	0.013059	0.00811	0.008113	0.009275	0.012663	0.01506	-4.46667e-05
527	-9.7e-05	0.005673	0.009799	0.007045	0.011433	0.00982	0.00982	0.00016425	0.012954	0.008039	0.008052	0.009207	0.012585	0.014954	2.000000000000001e-06
528	-8.7e-05	0.005606	0.009731	0.006997	0.011334	0.009705	0.009705	0.00017525	0.012828	0.00792	0.00798	0.009121	0.012494	0.014831	2.13333e-05
529	-9.8e-05	0.005528	0.009636	0.006889	0.011194	0.00957	0.00957	0.00016575	0.012748	0.00783	0.007933	0.009001	0.012412	0.01475	3.96667e-05
530	-0.000114	0.005456	0.009556	0.006856	0.011103	0.009505	0.009505	0.00015025	0.012591	0.007701	0.007836	0.008871	0.012332	0.014644	1.3666700000000002e-05
531	-0.000121	0.005387	0.009463	0.006749	0.010976	0.009403	0.009403	0.00014	0.012479	0.007618	0.007762	0.008782	0.01227	0.014572	-5.666670000000001e-06
532	-0.000111	0.005322	0.009396	0.006701	0.01092	0.009341	0.009341	0.000147	0.012342	0.007533	0.007675	0.008704	0.012157	0.014469	-3.16667e-05
533	-9.9e-05	0.00524	0.009293	0.006596	0.010796	0.009211	0.009211	0.00015425	0.01225	0.007491	0.007591	0.008662	0.012068	0.014379	-1.66667e-05
534	-0.000104	0.005155	0.009221	0.006513	0.010682	0.009124	0.009124	0.00014475	0.012126	0.007415	0.00753	0.008569	0.011964	0.01425	-2.6666700000000007e-06
535	-9.6e-05	0.005096	0.009153	0.006421	0.010587	0.009006	0.009006	0.00015125	0.012002	0.00731	0.007447	0.00849	0.011897	0.014133	7.333329999999999e-06
536	-8.5e-05	0.005056	0.009069	0.006349	0.010497	0.008897	0.008897	0.0001475	0.011874	0.007167	0.007356	0.008368	0.011777	0.013966	3.333330000000001e-07
537	-8.5e-05	0.004982	0.008958	0.006285	0.010414	0.00875	0.00875	0.00015225	0.011756	0.007041	0.007232	0.008277	0.011666	0.013804	-3.4e-05
